product_name,category,sub_category,brand,price,description
Silverton Reversible Down Vest - Women's,womens-clothing,womens-vests,Carve Designs,102.93,Double down on 2 vests for the price of 1 with this fully reversible modern take on a retro favorite. The Carve Designs Silverton women's vest offers warm 450-fill goose down.
Makenna Sweater Vest - Women's,womens-clothing,womens-vests,Toad&Co,82.93,"When you can't bring yourself to put on yet another sweater, opt for the cooler Toad&Co Makenna sweater vest. High vents and a mock neck nicely complement all kinds of outfits."
Evergreen State Vest - Women's,womens-clothing,womens-vests,Columbia,51.93,"Inspired by the vast forests and myriad climates of Washington State, the Columbia Evergreen State vest is built for the great outdoors with rugged, diamond-quilted construction."
Jena Down Vest - Women's,womens-clothing,womens-vests,Marmot,74.83,"When your core is warm, so are you. The hard-wearing, versatile Jena vest offers toasty water-repellent, 700-fill-power down quilted between a water-resistant face fabric and an embossed lining."
Bronco Hooded Down Vest - Women's,womens-clothing,womens-vests,Marmot,74.83,"When the wind is biting, layer up with the women's Marmot Bronco hooded vest to keep your core warm (and psych high). Water-resistant 600-fill down keeps you warm, and vest packs into its own pocket."
Flight Vest - Women's,womens-clothing,womens-vests,KUHL,149,"Zip on this premium Italian midweight fleece vest and revel in its luxurious, plush feel as you go about your day."
R1 Fleece Hoodie - Women's,womens-clothing,womens-sweaters,Patagonia,110.93,"The Patagonia R1 hoodie remains the optimal midlayer for any mountain endeavor. Its lightweight, breathable Polartec&#174; Power Grid fleece is stretchy, compressible and durable to keep you comfy."
Esme Top - Women's,womens-clothing,womens-sweaters,MPG,49.93,"This luxuriously soft, ultra-comfortable MPG Esme top is great for weekend getaways, days at the office or your favorite studio class."
Los Gatos Quarter-Zip Fleece Pullover - Women's,womens-clothing,womens-sweaters,Patagonia,73.93,"Rewarm after a session of bone-chilling windswell with the cozy Patagonia Los Gatos Quarter-Zip. This pullover jacket is made from deep-pile, double-faced polyester fleece that's sumptuously soft."
Silverspring Top - Women's,womens-clothing,womens-sweaters,prAna,79,"Imagine your favorite yoga top meeting your coziest sweater, and you'll have an idea of what this prAna Silverpring top feels like. With a cable-knit cut and ribbed trim, it has style chops, too."
Transcend Wrap - Women's,womens-clothing,womens-sweaters,lucy,54.93,"Great for layering at the office or studio, the lucy Transcend Wrap is made with a beautiful combination of stretch woven and knit fabrics. It's lightweight and breathes well for everyday wear."
Give Me Om Wrap - Women's,womens-clothing,womens-sweaters,lucy,67.93,"After your sun salutations, greet the sun outside in the lucy Give Me Om wrap. Knit from breathable fibers, this active layer wraps you in enduring warmth on trips to and from the yoga studio."
Bugsaway Lumen Hoodie - Women's,womens-clothing,womens-sweaters,ExOfficio,68,"A perfect anti-gnat knit, the ExOfficio BugsAway&#174; Lumen hoodie is a must-have for your bug-weaponry closet. Lightweight and flattering, no one but the dismayed insects will know it's BugsAway."
Ski Ninja Full-Zip Jacket - Women's,womens-clothing,womens-sweaters,Smartwool,139.93,The Smartwool Ski Ninja full-zip jacket can work as an outer layer for spring skiing or an insulating mid layer in deep winter. Its fabric protects your core from the wind during high-speed maneuvers.
Logo Sketch Mountain T-Shirt - Boys',kids-clothing,kids-shirts,REI Co-op,17.95,The boys' REI Co-op Logo Sketch Mountain T-shirt comfortably outfits your kid in your favorite consumer co-op with an artistic rendering of the great outdoors and soft cotton-blend fabric.
Micro D Crew Fleece Top - Toddlers'/Infants',kids-clothing,kids-shirts,Patagonia,23.93,"The infants' and toddlers' Patagonia Micro D Crew fleece top provides intrepid tykes with lightweight, breathable warmth and mobility-minded construction that holds up to frequent wear and washing."
Graphic T-Shirt - Boys',kids-clothing,kids-shirts,The North Face,20,"This all-cotton boys' Graphic T-shirt from The North Face is so soft and comfortable, you'll rarely see it in the laundry basket."
Adventure Mobile Hoodie - Kids',kids-clothing,kids-shirts,United By Blue,48,"Any road trip that leads to adventure is a happy one. This United By Blue Adventure Mobile kids' hoodie celebrates the open road and all its gifts with cozy, soft organic cotton."
Cove Creek Long-Sleeve Rashguard Top - Girls',kids-clothing,kids-shirts,REI Co-op,18.83,The girls' REI Cove Creek Long-Sleeve Rashguard Top comfortably protects girls' skin when they're having fun in and around the water.
Boulder Ridge Flannel Hoodie - Boys',kids-clothing,kids-shirts,Columbia,27.93,"Perfect for temperamental fall weather, the button-front Columbia Boulder Ridge Flannel hoodie is made of durable and hard-wearing cotton, along with a cotton and polyester fleece hood."
Basic Logo T-shirt - Boys',kids-clothing,kids-shirts,REI Co-op,11.93,Make sure your kid's shirt advertises something the whole family can get behind: your favorite consumer co-op. Get him a soft polyester/cotton REI Co-op Basic Logo T-shirt.
Tailout Rain Pants - Infants',kids-clothing,kids-pants,The North Face,27.93,"Fully seam-sealed for waterproof/breathable protection, The North Face Tailout rain pants let your little adventurer come along for outdoor fun on wet days and stay perfectly dry."
Glacial Fleece Leggings - Girls',kids-clothing,kids-pants,Columbia,25,"From snowball fights to sledding missions, the girls' Columbia Glacial fleece leggings provide enduring insulation to help her stay toasty when the weather feels downright polar."
Timber Mountain Pants - Girls',kids-clothing,kids-pants,REI Co-op,33.83,"REI Timber Mountain Pants keep girls warm and dry when they're skiing, snowboarding or out playing with friends on a snowy day."
Outer Limits Snow Pants - Kids',kids-clothing,kids-pants,Obermeyer,89.5,"Happy kid, happy family. Keep your little one warm all day long with the waterproof, insulated Obermeyer Outer Limits bib snow pants. They have a bonus layer of fleece for additional warmth."
Volt Bib Snow Pants - Boys',kids-clothing,kids-pants,Obermeyer,99.5,"Made for kids who never slow down, Obermeyer Volt snow pants take on the backyard, the ski hill or the schoolyard with strong-weave fabric and double-layer reinforced knees, seat and scuff guards."
Volt Bib Snow Pants - Boys',kids-clothing,kids-pants,Obermeyer,89.5,"Built to take on the ski hill, backyard or schoolyard, the boys' Obermeyer Volt Bib snow pants feature strong weave fabric and double-layer reinforced knees, seat and scuff guards."
Snoverall Bib Snow Pants - Toddler Girls',kids-clothing,kids-pants,Obermeyer,99.5,"Warm and cozy for all-day snow play, waterproof breathable Obermeyer Snoverall Bib toddler girls' snow pants offer durable, reinforced construction and extendable length for multiple seasons of use."
Snoverall Bib Snow Pants - Girls',kids-clothing,kids-pants,Obermeyer,89.5,"Warm and cozy for snow play, the girls' Obermeyer Snoverall waterproof, insulated bib pants feature double-layer cuffs, seat and knees, plus extendable pant hems, to ensure many seasons of use."
Faux Fur Pom Beanie - Girls',kids-clothing,kids-clothing-accessories,Sweet Turns,29,"Add warmth and a touch of fluffy fun to your kid's noggin with the Sweet Turns Faux Fur Pom beanie. It features a unique diagonal stitch, faux fur pom and fleece band."
Furry Friends Hat - Toddlers',kids-clothing,kids-clothing-accessories,Patagonia,19.93,"Don't be fooled by the extraordinary cuteness of the Patagonia Furry Friends hat. This topper is ferociously warm with high-pile, double-face fleece that's soft and cozy enough to hibernate in."
Mountain City Beanie - Kids',kids-clothing,kids-clothing-accessories,Pistil,10.93,"From shoulder-season camping trips to winter-weather escapes, the kids' Pistil Mountain City beanie defends against the cold with a double-layer knit in an enduring reversible design."
Baby Reversible Synchilla Fleece Hat - Infants',kids-clothing,kids-clothing-accessories,Patagonia,29,"The Patagonia Baby Reversible Synchilla&#174; Fleece hat thwarts babies' best attempts to pull off their hats, keeping little noggins warm on the coldest of winter days."
Striped Hike Light Crew Socks - Kids',kids-clothing,kids-clothing-accessories,Smartwool,11.95,"Designed for a bulk-free fit, the kids' Smartwool Striped Hike Light crew socks are perfect for school&#8212;especially when school is 7 miles down a trail, through a ravine and across a river."
Texture Knit Brim Beanie - Girls',kids-clothing,kids-clothing-accessories,Pistil,14.93,Send her off on her next cold-weather adventure in the the girls' Pistil Texture Knit Brim beanie. A warm acrylic exterior joins forces with smooth polyester fleece to keep her cozy all winter long.
Sierra Stripe Micro Crew Socks - Kids',kids-clothing,kids-clothing-accessories,Darn Tough,15,Keep little hikers' petite feet smiling in the Darn Tough Sierra Stripe micro crew socks&#8212; made with a merino wool blend for comfort and durability in any conditions.
Siberian Sky Beanie - Toddlers',kids-clothing,kids-clothing-accessories,Columbia,13.93,"Taking its inspiration from the beauty of the Northern Lights, this multicolored Columbia Siberian Sky pom beanie for toddlers is made with a cashmerelike acrylic for the ultimate in cozy warmth."
Spike Earflap Hat - Kids',kids-clothing,kids-clothing-accessories,Turtle Fur,13.83,The kids' Turtle Fur Spike earflap hat is crocheted by hand from soft acrylic yarns. And earflaps help keep their ears warm.
Elise Insulated Jacket - Girls',kids-clothing,kids-jackets,Marmot,107.93,Equip her to chase the downhill prize with the girls' Marmot Elise insulated jacket. Its weatherproof tricot-lined construction and body-mapped insulation combine to repel moisture and ramp up heat.
Dyna Insulated Jacket - Girls',kids-clothing,kids-jackets,Obermeyer,179.5,"It's time to get her a jacket that matches her skills. With lightweight insulation, waterproof fabric and ventilation, the Obermeyer Dyna insulated jacket will help your little pro rip that next run."
ThermoBall Full-Zip Jacket - Boys',kids-clothing,kids-jackets,The North Face,120,"Young snow chasers stay warmer in wet, cold conditions wearing the boys' ThermoBall full-zip jacket from The North Face. Its light nylon shell houses warm synthetic insulation."
Tabor Insulated Jacket - Girls',kids-clothing,kids-jackets,Obermeyer,149.5,"From the school yard to the slopes, the girls' Obermeyer Tabor Insulated jacket packs a punch against the elements with a waterproof and breathable shell, fleece lining and hydrophobic insulation."
Frosted Insulated Jacket - Girls',kids-clothing,kids-jackets,Columbia,70,"Windproof, water-resistant and filled with 100g Microtemp XF II polyester insulation, the Columbia Frosted girls' insulated jacket is a practical winter jacket offering plenty of weather protection."
Warm Storm Insulated Jacket - Boys',kids-clothing,kids-jackets,The North Face,90,"Catch your little one singing in the rain in the boys' The North Face Warm Storm insulated jacket, thanks to a seam-sealed, weatherproof shell lined with cozy fleece and synthetic insulation."
Andes Down Jacket - Boys',kids-clothing,kids-jackets,The North Face,99,Keep your young adventurer toasty warm in The North Face Andes puffy down jacket.
